Comment,Score,Wing,Sentiment
the locals really opened up my eyes. the transplant just said what we've all been told all our lives.,0.76584709,C,neutrally positive
"He mentioned two drugs that are effective with cardiovascular disease prevention and cancer prevention BUT he didn't share the name of those drugs. He also didn't outline the ""life simple 7"" in preventing these diseases (which I suppose I can look up). I wonder why he held back that information... This is a very interesting Ted Talk, I just which he disclosed more.",0.92649531,C,positive
"This is an incredible way of looking at the two leading causes of human death, as having duel/symbiotic causes, rather than the assumption that family genetics says, ""you are most likely to die of one malady, or the other"".",0.55091077,C,neutral
It's a miracle that I'm so healthy and full of life. Thank you for such a wonderful presentation sir ____________,0.85741448,C,positive
I'm hoping they get all of this science sorted out before I or my family and living loved ones start getting older and being at higher risk of dying from these things. I don't expect for anyone or myself to live forever - I just want us to live to a ripe old age and still be healthy. I've started to figure that's really the best outcome one can expect.,0.81206673,C,positive
"Thank you , you did an excellent job on this presentation. Great!",0.7552585,C,neutrally positive
How about considering the unhealthy diet being given to the mice that possibly caused the heart disease also directly being a contributor to the cause of the cancers? I would bet that the unhealthy diet had more to do with the mice getting cancer whether or not they acquire heart disease from that diet and had heart attacks!  Cancer and heart diseases these days appear to be related more to what we eat then to our genetics!,0.30032384,C,neutrally negative
"this was very interesting, im the youngest of 9 7 which  have heart disease, 2 have also had cancer, found this informative thank you",0.95429736,C,positive
Great work sir __,0.79765064,C,neutrally positive
Being recommended to DOCTOR OKUNABA on YouTube was a blessing after years of suffering I have finally been cured from cancer thanks doc you are indeed a Blessing to this generation,0.92733073,C,positive
"this guy's been a Dr. for 20 years? 
should be giving a talk about how to stay young instead",0.6625312,C,neutrally positive
Great talk!_,0.60415113,C,neutrally positive
"Great talk, thank you",0.40918717,C,neutral
Excellent talk !,0.66434294,C,neutrally positive
Very interesting.  Thank you doc,0.73996049,C,neutrally positive
But will this enable us to live longer or will we just die from one of the (at present) minority diseases ?,0.65378994,C,neutrally positive
My mom is totally free from Cancer after her repeated test prove negative.its my  great pleasure to thank you sir.keep saving life Dr emuakhe on YouTube,0.86785746,C,positive
Ø§Øª___ Ø§_ __Ø¬Ø¯ __ Ø¹Ø§___Ø§ Ø§_Ø¹Ø±Ø¨_ __ __ __Øª_ Ø¨ØªØ±Ø¬_Ø© _Ø«_ _Ø°_ Ø§__Ø­Ø§Ø¶Ø±Ø§Øª Ø§____Ø¯Ø©....,0.9160459,C,positive
The answer is simple: processed foods.  I have my own theory doc: diet and lifestyle are the main contributors to the 2 leading causes of death.,0.80758286,C,positive
With cancer rates being the highest it__ ever been why not look at ways to reduce inflammation and signals in blood vessels. And what about auto immune ?,0.59352583,C,neutral
Very interesting Thanks for sharing,0.87429512,C,positive
Head to https://keeps.com/kraut to get 50% off your first order of hair loss treatment!,0.52400035,C,neutral
"Kraut said that he wouldn't promote products he wouldn't use himself, from which we can conclude that he's suffering from hair loss",0.81934112,C,positive
This video is probably getting more and more important as time goes on.,0.69086099,C,neutrally positive
